project,datetime_UTC,datetime_local,siteId,rType,appr1,appr2,appr3,appr4,rep,sublocation,Temp_EXO_C,ODOSat,ODO_mg_L,SpCond_uS_cm,Conductivity_uS_cm,FDOM_QSU_Raw,FDOM_QSU_Temp,FDOM_QSU_TempTurb,Turbidity_NTU,flag_Temp_EXO_C,flag_ODOSat,flag_ODO_mg_L,flag_SpCond_uS_cm,flag_Conductivity_uS_cm,flag_FDOM_QSU,flag_FDOM_QSU_Temp,flag_FDOM_QSU_TempTurb,flag_Turbidity_NTU
AIMS,2022-06-19 22:00:00,2022-06-19 16:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10,98.3,11.1,115,NA,39.31,36.77806574,38.36491848,9.26,,,,,M,,,,
AIMS,2022-06-19 22:15:00,2022-06-19 16:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.1,98.1,11.05,115,NA,39.26,36.74706526,38.31356912,9.15,,,,,M,,,,
AIMS,2022-06-19 22:30:00,2022-06-19 16:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.21,98.2,11.03,115,NA,39.41,36.90490312,38.56148067,9.63,,,,,M,,,,
AIMS,2022-06-19 22:45:00,2022-06-19 16:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.32,98.1,10.98,116,NA,60.85,57.0090211,59.49290928,9.35,,,,,M,,,,
AIMS,2022-06-19 23:00:00,2022-06-19 17:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.36,97.8,10.94,116,NA,48.21,45.17465407,47.30881667,10.13,,,,,M,,,,
AIMS,2022-06-19 23:15:00,2022-06-19 17:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.5,98,10.93,115,NA,40.41,37.88856138,39.71958043,10.36,,,,,M,,,,
AIMS,2022-06-19 23:30:00,2022-06-19 17:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.66,98.1,10.9,115,NA,39.99,37.52060126,39.3479887,10.44,,,,,M,,,,
AIMS,2022-06-19 23:45:00,2022-06-19 17:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.79,98.3,10.89,115,NA,40.02,37.56978036,39.31281173,9.95,,,,,M,,,,
AIMS,2022-06-20 00:00:00,2022-06-19 18:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.84,98.5,10.9,115,NA,40.11,37.66238369,39.38665296,9.82,,,,,M,,,,
AIMS,2022-06-20 00:15:00,2022-06-19 18:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.86,98.1,10.85,115,NA,40.23,37.77831709,39.5417005,10.01,,,,,M,,,,
AIMS,2022-06-20 00:30:00,2022-06-19 18:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.06,98.6,10.86,114,NA,40.18,37.76391574,39.51595392,9.95,,,,,M,,,,
AIMS,2022-06-20 00:45:00,2022-06-19 18:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.22,98.8,10.83,114,NA,40.31,37.91226475,39.66939981,9.94,,,,,M,,,,
AIMS,2022-06-20 01:00:00,2022-06-19 19:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.45,99,10.8,114,NA,40.54,38.16647594,40.01452394,10.38,,,,,M,,,,
AIMS,2022-06-20 01:15:00,2022-06-19 19:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.52,98.85,10.77,114,NA,59.44,42.45581781,44.52147591,10.43,B,B,B,B,B,B,B,B,B
AIMS,2022-06-20 01:30:00,2022-06-19 19:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.6,98.7,10.73,114,NA,49.62,46.74515968,49.02842788,10.47,,,,,M,,,,
AIMS,2022-06-20 01:45:00,2022-06-19 19:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.84,99.1,10.71,113,NA,42.56,40.13584396,42.08492645,10.41,,,,,M,,,,
AIMS,2022-06-20 02:00:00,2022-06-19 20:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,12.03,99.4,10.7,112,NA,42.21,39.83854068,41.85585878,10.85,,,,,M,,,,
AIMS,2022-06-20 02:15:00,2022-06-19 20:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,12.12,99.4,10.68,112,NA,42.37,40.00514769,42.02901475,10.84,,,,,M,,,,
AIMS,2022-06-20 02:30:00,2022-06-19 20:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,12.32,99.3,10.62,112,NA,42.4,40.06819964,42.07068258,10.71,,,,,M,,,,
AIMS,2022-06-20 02:45:00,2022-06-19 20:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,12.28,99.2,10.62,112,NA,42.73,40.37304701,42.47078448,11.13,,,,,M,,,,
AIMS,2022-06-20 03:00:00,2022-06-19 21:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,12.12,98.1,10.54,112,NA,43.14,40.73217067,42.82741762,11.02,,,,,M,,,,
AIMS,2022-06-20 03:15:00,2022-06-19 21:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.9,96.5,10.43,112,NA,42.99,40.55188268,42.75468024,11.63,,,,,M,,,,
AIMS,2022-06-20 03:30:00,2022-06-19 21:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.67,95,10.31,113,NA,43.53,41.02041189,43.20214878,11.39,,,,,M,,,,
AIMS,2022-06-20 03:45:00,2022-06-19 21:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.5,95.1,10.36,112,NA,43.99,41.4234356,43.59139593,11.21,,,,,M,,,,
AIMS,2022-06-20 04:00:00,2022-06-19 22:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.39,95.2,10.39,112,NA,44.21,41.61081817,43.92227471,11.89,,,,,M,,,,
AIMS,2022-06-20 04:15:00,2022-06-19 22:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.34,96.1,10.51,111,NA,44.66,42.02528497,44.28826128,11.53,,,,,M,,,,
AIMS,2022-06-20 04:30:00,2022-06-19 22:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.34,97.2,10.63,111,NA,44.99,42.33581664,44.5935146,11.42,,,,,M,,,,
AIMS,2022-06-20 04:45:00,2022-06-19 22:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.47,98.3,10.72,110,NA,45.08,42.44433727,44.70782246,11.42,,,,,M,,,,
AIMS,2022-06-20 05:00:00,2022-06-19 23:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.4,97.2,10.62,110,NA,45.55,42.87388931,45.21092371,11.67,,,,,M,,,,
AIMS,2022-06-20 05:15:00,2022-06-19 23:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.4,97.2,10.62,109,NA,45.74,43.05272661,45.45649386,11.95,,,,,M,,,,
AIMS,2022-06-20 05:30:00,2022-06-19 23:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.32,96.4,10.55,109,NA,45.61,42.91553288,45.060331205,11.86,,,,,M,,,,
AIMS,2022-06-20 05:45:00,2022-06-19 23:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.23,95.9,10.52,110,NA,45.01,42.33452491,44.66416855,11.78,,,,,M,,,,
AIMS,2022-06-20 06:00:00,2022-06-20 00:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.19,95.95,10.54,110,NA,44.91,42.232285149999996,44.478695025,11.39,,,,,M,,,,
AIMS,2022-06-20 06:15:00,2022-06-20 00:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.14,96,10.55,110,NA,44.81,42.13004539,44.2932215,11,,,,,M,,,,
AIMS,2022-06-20 06:30:00,2022-06-20 00:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,11.03,95.3,10.49,110,NA,44.86,42.1570448,44.43707534,11.58,,,,,M,,,,
AIMS,2022-06-20 06:45:00,2022-06-20 00:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.97,95.3,10.51,110,NA,44.98,42.25887858,44.44662192,11.09,,,,,M,,,,
AIMS,2022-06-20 07:00:00,2022-06-20 01:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.87,94.8,10.49,110,NA,44.87,42.13736387,44.30091576,11,,,,,M,,,,
AIMS,2022-06-20 07:15:00,2022-06-20 01:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.82,95.1,10.53,110,NA,44.98,42.2315637,44.43384283,11.17,,,,,M,,,,
AIMS,2022-06-20 07:30:00,2022-06-20 01:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.76,94.9,10.52,110,NA,44.96,42.20187456,44.52421854,11.78,,,,,M,,,,
AIMS,2022-06-20 07:45:00,2022-06-20 01:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.67,94.5,10.5,110,NA,44.98,42.20428412,44.40514067,11.17,,,,,M,,,,
AIMS,2022-06-20 08:00:00,2022-06-20 02:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.56,94.4,10.51,110,NA,44.95,42.1561661,44.33262213,11.06,,,,,M,,,,
AIMS,2022-06-20 08:15:00,2022-06-20 02:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.5,94.5,10.54,110,NA,45.35,42.52032316,44.6914977,10.94,,,,,M,,,,
AIMS,2022-06-20 08:30:00,2022-06-20 02:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.46,94.4,10.54,110,NA,45.49,42.64424739,44.97884116,11.72,,,,,M,,,,
AIMS,2022-06-20 08:45:00,2022-06-20 02:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.42,94.4,10.55,109,NA,46.03,43.14304135,45.46212998,11.51,,,,,M,,,,
AIMS,2022-06-20 09:00:00,2022-06-20 03:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.36,94.3,10.55,109,NA,44.3,41.51083126,43.84421331,12.03,,,,,M,,,,
AIMS,2022-06-20 09:15:00,2022-06-20 03:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.28,94.3,10.57,109,NA,45.84,42.9390983,45.34464298,11.99,,,,,M,,,,
AIMS,2022-06-20 09:30:00,2022-06-20 03:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.19,94.3,10.59,109,NA,45.78,42.86630939,45.39149812,12.6,,,,,M,,,,
AIMS,2022-06-20 09:45:00,2022-06-20 03:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.1,94.3,10.62,110,NA,45.46,42.55021871,45.23824098,13.5,,,,,M,,,,
AIMS,2022-06-20 10:00:00,2022-06-20 04:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.02,94.3,10.64,110,NA,45.38,42.46074706,45.03443677,12.96,,,,,M,,,,
AIMS,2022-06-20 10:15:00,2022-06-20 04:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.91,94.4,10.68,110,NA,44.55,41.66445888,44.30245285,13.53,,,,,M,,,,
AIMS,2022-06-20 10:30:00,2022-06-20 04:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.81,94.4,10.7,110,NA,44.53,41.62788635,44.32083314,13.82,,,,,M,,,,
AIMS,2022-06-20 10:45:00,2022-06-20 04:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.7,94.6,10.75,111,NA,44,41.11302424,44.0128969,15.05,,,,,M,,,,
AIMS,2022-06-20 11:00:00,2022-06-20 05:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.57,94.7,10.8,111,NA,43.17,40.31500762,43.40430575,16.33,,,,,M,,,,
AIMS,2022-06-20 11:15:00,2022-06-20 05:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.43,94.9,10.86,112,NA,42.32,39.49752092,42.5335908,16.38,,,,,M,,,,
AIMS,2022-06-20 11:30:00,2022-06-20 05:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.3,95.1,10.91,112,NA,41.26,38.48678484,41.59940918,17.22,,,,,M,,,,
AIMS,2022-06-20 11:45:00,2022-06-20 05:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.17,95.1,10.95,113,NA,40.78,38.0178886,40.97285389,16.56,,,,,M,,,,
AIMS,2022-06-20 12:00:00,2022-06-20 06:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.03,95.3,11,114,NA,40.11,37.37088315,40.19004809,16.08,,,,,M,,,,
AIMS,2022-06-20 12:15:00,2022-06-20 06:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.89,95.4,11.06,114,NA,39.49,36.77120954,39.62752223,16.55,,,,,M,,,,
AIMS,2022-06-20 12:30:00,2022-06-20 06:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.76,95.5,11.1,114,NA,39.03,36.32269973,39.01607313,15.81,,,,,M,,,,
AIMS,2022-06-20 12:45:00,2022-06-20 06:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.63,95.6,11.14,115,NA,38.45,35.76307344,38.36897308,15.54,,,,,M,,,,
AIMS,2022-06-20 13:00:00,2022-06-20 07:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.52,95.7,11.19,115,NA,37.95,35.28144674,38.06916196,16.83,,,,,M,,,,
AIMS,2022-06-20 13:15:00,2022-06-20 07:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.4,95.8,11.23,116,NA,37.86,35.17976253,37.79173675,15.83,,,,,M,,,,
AIMS,2022-06-20 13:30:00,2022-06-20 07:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.27,95.9,11.28,116,NA,37.62,34.93738345,37.55798974,15.99,,,,,M,,,,
AIMS,2022-06-20 13:45:00,2022-06-20 07:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.15,96,11.32,116,NA,37.41,34.72459739,37.26805268,15.62,,,,,M,,,,
AIMS,2022-06-20 14:00:00,2022-06-20 08:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.03,96,11.36,116,NA,37.27,34.57697077,37.05365946,15.28,,,,,M,,,,
AIMS,2022-06-20 14:15:00,2022-06-20 08:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.9,96.1,11.4,116,NA,37.07,34.37239599,36.88023552,15.56,,,,,M,,,,
AIMS,2022-06-20 14:30:00,2022-06-20 08:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.78,96.2,11.45,117,NA,36.84,34.14169806,36.60507985,15.39,,,,,M,,,,
AIMS,2022-06-20 14:45:00,2022-06-20 08:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.67,96.2,11.49,117,NA,36.7,33.99604627,36.50394351,15.73,,,,,M,,,,
AIMS,2022-06-20 15:00:00,2022-06-20 09:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.56,96.2,11.52,117,NA,36.68,33.96163742,36.43142437,15.51,,,,,M,,,,
AIMS,2022-06-20 15:15:00,2022-06-20 09:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.48,96.3,11.55,117,NA,36.53,33.81125964,36.29908508,15.69,,,,,M,,,,
AIMS,2022-06-20 15:30:00,2022-06-20 09:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.4,96.5,11.59,117,NA,35.99,33.30013236,35.87887874,16.5,,,,,M,,,,
AIMS,2022-06-20 15:45:00,2022-06-20 09:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.33,96.5,11.61,118,NA,35.7,33.02199069,35.51308618,16.08,,,,,M,,,,
AIMS,2022-06-20 16:00:00,2022-06-20 10:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.27,96.5,11.63,118,NA,35.69,33.00433406,35.45479032,15.83,,,,,M,,,,
AIMS,2022-06-20 16:15:00,2022-06-20 10:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.22,96.5,11.65,118,NA,35.6,32.91412182,35.26230768,15.22,,,,,M,,,,
AIMS,2022-06-20 16:30:00,2022-06-20 10:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.19,96.6,11.67,118,NA,35.61,32.91917677,35.23484097,15.01,,,,,M,,,,
AIMS,2022-06-20 16:45:00,2022-06-20 10:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.16,96.6,11.68,118,NA,35.93,33.21076922,35.4396142,14.33,,,,,M,,,,
AIMS,2022-06-20 17:00:00,2022-06-20 11:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.15,96.7,11.69,118,NA,35.89,33.17238923,35.34038206,13.96,,,,,M,,,,
AIMS,2022-06-20 17:15:00,2022-06-20 11:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.15,96.7,11.69,118,NA,35.93,33.20936041,35.34982609,13.77,,,,,M,,,,
AIMS,2022-06-20 17:30:00,2022-06-20 11:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.14,96.7,11.7,118,NA,35.88,33.1617397,35.36997016,14.22,,,,,M,,,,
AIMS,2022-06-20 17:45:00,2022-06-20 11:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.15,96.8,11.7,118,NA,35.26,32.59009318,34.84851809,14.79,,,,,M,,,,
AIMS,2022-06-20 18:00:00,2022-06-20 12:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.17,96.9,11.7,118,NA,35.4,32.72226849,34.93231812,14.42,,,,,M,,,,
AIMS,2022-06-20 18:15:00,2022-06-20 12:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.19,96.9,11.7,118,NA,35.47,32.78975569,34.93896694,14,,,,,M,,,,
AIMS,2022-06-20 18:30:00,2022-06-20 12:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.23,97,11.7,118,NA,35.55,32.86928887,34.9426209,13.48,,,,,M,,,,
AIMS,2022-06-20 18:45:00,2022-06-20 12:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.27,97.1,11.7,118,NA,35.51,32.83787902,34.87342153,13.25,,,,,M,,,,
AIMS,2022-06-20 19:00:00,2022-06-20 13:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.3,97.2,11.7,118,NA,35.91,33.21200786,35.30695795,13.48,,,,,M,,,,
AIMS,2022-06-20 19:15:00,2022-06-20 13:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.33,97.2,11.69,118,NA,35.98,33.2809867,35.36135122,13.36,,,,,M,,,,
AIMS,2022-06-20 19:30:00,2022-06-20 13:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.35,97.2,11.69,118,NA,35.99,33.29306333,35.34419763,13.17,,,,,M,,,,
AIMS,2022-06-20 19:45:00,2022-06-20 13:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.38,97.3,11.7,118,NA,36.02,33.32505985,35.33553252,12.9,,,,,M,,,,
AIMS,2022-06-20 20:00:00,2022-06-20 14:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.43,97.5,11.71,118,NA,36.13,33.43392823,35.42088298,12.71,,,,,M,,,,
AIMS,2022-06-20 20:15:00,2022-06-20 14:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.49,97.7,11.71,118,NA,36.69,33.96079431,35.86335424,11.99,,,,,M,,,,
AIMS,2022-06-20 20:30:00,2022-06-20 14:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.54,97.8,11.71,117,NA,36.82,34.08836486,35.9835652,11.9,,,,,M,,,,
AIMS,2022-06-20 20:45:00,2022-06-20 14:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.58,97.6,11.68,117,NA,36.8,34.07564024,35.87835177,11.33,,,,,M,,,,
AIMS,2022-06-20 21:00:00,2022-06-20 15:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.62,97.6,11.67,117,NA,37.1,34.35927159,36.18672497,11.39,,,,,M,,,,
AIMS,2022-06-20 21:15:00,2022-06-20 15:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.75,98.4,11.72,117,NA,37.28,34.54506274,36.32856957,11.06,,,,,M,,,,
AIMS,2022-06-20 21:30:00,2022-06-20 15:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,7.88,98.8,11.74,117,NA,37.23,34.51781483,36.31783965,11.17,,,,,M,,,,
AIMS,2022-06-20 21:45:00,2022-06-20 15:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.01,99,11.71,117,NA,37.24,34.54619658,36.31997837,11,,,,,M,,,,
AIMS,2022-06-20 22:00:00,2022-06-20 16:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.15,99.3,11.71,116,NA,37.38,34.69675088,36.42587574,10.68,,,,,M,,,,
AIMS,2022-06-20 22:15:00,2022-06-20 16:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.21,98.9,11.65,116,NA,37.72,35.02129635,36.73026103,10.46,,,,,M,,,,
AIMS,2022-06-20 22:30:00,2022-06-20 16:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.28,98.9,11.63,116,NA,37.66,34.9760219,36.69597077,10.54,,,,,M,,,,
AIMS,2022-06-20 22:45:00,2022-06-20 16:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.42,99.5,11.66,116,NA,37.71,35.0433705,36.71872254,10.25,,,,,M,,,,
AIMS,2022-06-20 23:00:00,2022-06-20 17:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.5,98.8,11.56,116,NA,37.55,34.90659496,36.56718288,10.2,,,,,M,,,,
AIMS,2022-06-20 23:15:00,2022-06-20 17:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.6,98.9,11.54,116,NA,37.73,35.08889413,36.74658044,10.13,,,,,M,,,,
AIMS,2022-06-20 23:30:00,2022-06-20 17:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.64,98.8,11.52,116,NA,37.64,35.01117167,36.65034061,10.04,,,,,M,,,,
AIMS,2022-06-20 23:45:00,2022-06-20 17:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,8.83,99.4,11.54,116,NA,37.7,35.09544767,36.78983113,10.35,,,,,M,,,,
AIMS,2022-06-21 00:00:00,2022-06-20 18:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.05,99.7,11.5,116,NA,38.19,35.58504353,37.30138694,10.34,,,,,M,,,,
AIMS,2022-06-21 00:15:00,2022-06-20 18:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.15,99.6,11.47,116,NA,38.27,35.6748431,37.37534074,10.22,,,,,M,,,,
AIMS,2022-06-21 00:30:00,2022-06-20 18:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.14,98.9,11.39,116,NA,38.35,35.74788874,37.45355289,10.23,,,,,M,,,,
AIMS,2022-06-21 00:45:00,2022-06-20 18:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.24,99.3,11.41,116,NA,38.32,35.73521239,37.45879878,10.34,,,,,M,,,,
AIMS,2022-06-21 01:00:00,2022-06-20 19:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.53,100.5,11.47,115,NA,38.33,35.78895906,37.53032202,10.43,,,,,M,,,,
AIMS,2022-06-21 01:15:00,2022-06-20 19:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.75,100,11.35,115,NA,38.46,35.94422796,37.70161921,10.48,,,,,M,,,,
AIMS,2022-06-21 01:30:00,2022-06-20 19:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.76,99.8,11.33,115,NA,38.9,36.35700586,38.1208659,10.4,,,,,M,,,,
AIMS,2022-06-21 01:45:00,2022-06-20 19:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,9.82,99.8,11.31,115,NA,39.02,36.47854972,38.26894526,10.52,,,,,M,,,,
AIMS,2022-06-21 02:00:00,2022-06-20 20:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.06,100.2,11.29,115,NA,39.1,36.59101894,38.35760754,10.35,,,,,M,,,,
AIMS,2022-06-21 02:15:00,2022-06-20 20:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.25,100,11.22,115,NA,39.25,36.7613933,38.51714799,10.24,,,,,M,,,,
AIMS,2022-06-21 02:30:00,2022-06-20 20:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.5,100.2,11.18,114,NA,39.35,36.89470157,38.70030314,10.49,,,,,M,,,,
AIMS,2022-06-21 02:45:00,2022-06-20 20:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.75,100.6,11.15,114,NA,39.46,37.03768311,38.86250748,10.56,,,,,M,,,,
AIMS,2022-06-21 03:00:00,2022-06-20 21:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.9,100.5,11.11,114,NA,39.8,37.3809663,39.2914789,10.95,,,,,M,,,,
AIMS,2022-06-21 03:15:00,2022-06-20 21:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.84,99.7,11.03,114,NA,40.1,37.65299391,39.53832478,10.73,,,,,M,,,,
AIMS,2022-06-21 03:30:00,2022-06-20 21:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.7,98.3,10.92,114,NA,40.61,38.10888013,39.98468464,10.55,,,,,M,,,,
AIMS,2022-06-21 03:45:00,2022-06-20 21:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.79,98,10.86,115,NA,42.75,40.13263645,42.11751781,10.6,,,,,M,,,,
AIMS,2022-06-21 04:00:00,2022-06-20 22:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.91,98.9,10.92,114,NA,41.02,38.52847583,40.50854707,11.01,,,,,M,,,,
AIMS,2022-06-21 04:15:00,2022-06-20 22:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.86,97.8,10.82,114,NA,41.24,38.72676602,40.67865083,10.8,,,,,M,,,,
AIMS,2022-06-21 04:30:00,2022-06-20 22:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.94,98.4,10.86,114,NA,41.27,38.7683047,40.72228312,10.8,,,,,M,,,,
AIMS,2022-06-21 04:45:00,2022-06-20 22:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.87,97.6,10.79,114,NA,41.52,38.99138284,40.94556781,10.74,,,,,M,,,,
AIMS,2022-06-21 05:00:00,2022-06-20 23:00:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.81,97,10.74,114,NA,41.76,39.20662757,41.20119735,10.9,,,,,M,,,,
AIMS,2022-06-21 05:15:00,2022-06-20 23:15:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.85,97.1,10.75,113,NA,42.02,39.45753096,41.50397378,11.11,,,,,M,,,,
AIMS,2022-06-21 05:30:00,2022-06-20 23:30:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.83,97.2,10.76,113,NA,42.24,39.66069638,41.70082711,11.02,,,,,M,,,,
AIMS,2022-06-21 05:45:00,2022-06-20 23:45:00,GSS01,EXOS,1,0,0,0,20220328-20220722,SW,10.79,96.7,10.71,113,NA,42.33,39.73835089,41.80873853,11.16,,,,,M,,,,
